text,label
"Subject: Action Required: Password Reset
From: support@fake-bank.example
To: user9198@example.com

Hi Chris,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=66155

Support",1
"Subject: Confirm your identity
From: security@verify-account.example
To: user3594@example.com

Hi Taylor,
Click the link to confirm your identity: http://update-payments.example/verify?id=16175

Thank you",1
"Subject: You've received a secure message
From: no-reply@secure-login.example
To: user2622@example.com

Hello Morgan,
You have a secure message waiting. View now: http://payment-alerts.example/verify?id=60019

Secure Mail",1
"Subject: Confirm your identity
From: security@confirm-id.example
To: user4120@example.com

Dear Chris,
Click the link to confirm your identity: http://fake-bank.example/verify?id=25014

Thank you",1
"Subject: Important - Tax Document
From: alerts@malicious-link.example
To: user4372@example.com

Dear Riley,
Your tax document is ready at http://payment-alerts.example/verify?id=30730. Please download and review.

Tax Office",1
"Subject: Update Payment Method
From: no-reply@fake-bank.example
To: user4316@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://update-payments.example/verify?id=91959

Billing Team",1
"Subject: Invoice Attached
From: alerts@confirm-id.example
To: user3259@example.com

Hello Taylor,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=79514

Finance Dept",1
"Subject: Urgent - Verify your account
From: alerts@verify-account.example
To: user8006@example.com

Dear Alex,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=50306

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: no-reply@secure-login.example
To: user9296@example.com

Hi Jordan,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=19071

Support",1
"Subject: You've received a secure message
From: alerts@malicious-link.example
To: user2061@example.com

Hi Taylor,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=31643

Secure Mail",1
"Subject: Invoice Attached
From: alerts@malicious-link.example
To: user9939@example.com

Hello Morgan,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=36365

Finance Dept",1
"Subject: Important - Tax Document
From: billing@payment-alerts.example
To: user6119@example.com

Dear Jamie,
Your tax document is ready at http://update-payments.example/verify?id=42493. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: no-reply@verify-account.example
To: user345@example.com

Hi Pat,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=38864

Support",1
"Subject: Urgent - Verify your account
From: no-reply@fake-bank.example
To: user965@example.com

Dear Sam,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=53309

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: alerts@secure-login.example
To: user4563@example.com

Dear Jamie,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=84847

Regards,
Security Team",1
"Subject: Confirm your identity
From: security@secure-login.example
To: user7750@example.com

Hello Morgan,
Click the link to confirm your identity: http://update-payments.example/verify?id=96374

Thank you",1
"Subject: Update Payment Method
From: billing@payment-alerts.example
To: user6736@example.com

Dear Jamie,
We couldn't process your last payment. Update your billing details now: http://fake-bank.example/verify?id=95649

Billing Team",1
"Subject: Important - Tax Document
From: no-reply@update-payments.example
To: user6597@example.com

Dear Riley,
Your tax document is ready at http://secure-login.example/verify?id=34931. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: security@secure-login.example
To: user6913@example.com

Hi Taylor,
Click the link to confirm your identity: http://secure-login.example/verify?id=19880

Thank you",1
"Subject: Update Payment Method
From: alerts@update-payments.example
To: user829@example.com

Dear Chris,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=40982

Billing Team",1
"Subject: Action Required: Password Reset
From: security@payment-alerts.example
To: user7887@example.com

Hi Sam,
Your account will be locked unless you reset your password here: http://secure-login.example/verify?id=59672

Support",1
"Subject: Urgent - Verify your account
From: security@verify-account.example
To: user7455@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=82845

Regards,
Security Team",1
"Subject: Important - Tax Document
From: security@secure-login.example
To: user3112@example.com

Dear Casey,
Your tax document is ready at http://confirm-id.example/verify?id=81066. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: billing@update-payments.example
To: user822@example.com

Dear Pat,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=79615

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: no-reply@confirm-id.example
To: user1313@example.com

Hi Taylor,
Your account will be locked unless you reset your password here: http://update-payments.example/verify?id=98501

Support",1
"Subject: You've received a secure message
From: support@payment-alerts.example
To: user1965@example.com

Dear Pat,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=15209

Secure Mail",1
"Subject: Confirm your identity
From: no-reply@payment-alerts.example
To: user9563@example.com

Hi Pat,
Click the link to confirm your identity: http://verify-account.example/verify?id=36772

Thank you",1
"Subject: Important - Tax Document
From: billing@secure-login.example
To: user4352@example.com

Dear Morgan,
Your tax document is ready at http://fake-bank.example/verify?id=49321. Please download and review.

Tax Office",1
"Subject: Update Payment Method
From: billing@malicious-link.example
To: user1189@example.com

Dear Alex,
We couldn't process your last payment. Update your billing details now: http://confirm-id.example/verify?id=23104

Billing Team",1
"Subject: Urgent - Verify your account
From: alerts@secure-login.example
To: user8289@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=42018

Regards,
Security Team",1
"Subject: Invoice Attached
From: billing@secure-login.example
To: user7180@example.com

Hello Chris,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=95717

Finance Dept",1
"Subject: Confirm your identity
From: no-reply@fake-bank.example
To: user9087@example.com

Hello Casey,
Click the link to confirm your identity: http://secure-login.example/verify?id=44664

Thank you",1
"Subject: Urgent - Verify your account
From: no-reply@fake-bank.example
To: user9065@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=37607

Regards,
Security Team",1
"Subject: Important - Tax Document
From: billing@secure-login.example
To: user4326@example.com

Dear Chris,
Your tax document is ready at http://malicious-link.example/verify?id=16658. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: security@malicious-link.example
To: user4534@example.com

Dear Alex,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=27146

Regards,
Security Team",1
"Subject: Important - Tax Document
From: billing@secure-login.example
To: user7240@example.com

Dear Chris,
Your tax document is ready at http://confirm-id.example/verify?id=11267. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: no-reply@fake-bank.example
To: user2443@example.com

Dear Chris,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=82420

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: security@secure-login.example
To: user686@example.com

Hi Casey,
Your account will be locked unless you reset your password here: http://verify-account.example/verify?id=37535

Support",1
"Subject: Important - Tax Document
From: support@fake-bank.example
To: user1685@example.com

Dear Riley,
Your tax document is ready at http://confirm-id.example/verify?id=30257. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: support@malicious-link.example
To: user2901@example.com

Hi Morgan,
Your account will be locked unless you reset your password here: http://fake-bank.example/verify?id=53540

Support",1
"Subject: You've received a secure message
From: security@malicious-link.example
To: user4066@example.com

Dear Casey,
You have a secure message waiting. View now: http://update-payments.example/verify?id=60140

Secure Mail",1
"Subject: You've received a secure message
From: no-reply@malicious-link.example
To: user7712@example.com

Hi Sam,
You have a secure message waiting. View now: http://verify-account.example/verify?id=50001

Secure Mail",1
"Subject: You've received a secure message
From: support@secure-login.example
To: user388@example.com

Hi Sam,
You have a secure message waiting. View now: http://verify-account.example/verify?id=19099

Secure Mail",1
"Subject: You've received a secure message
From: billing@verify-account.example
To: user8347@example.com

Dear Morgan,
You have a secure message waiting. View now: http://verify-account.example/verify?id=13617

Secure Mail",1
"Subject: Urgent - Verify your account
From: billing@secure-login.example
To: user9513@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=66959

Regards,
Security Team",1
"Subject: Invoice Attached
From: billing@payment-alerts.example
To: user9933@example.com

Hello Chris,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=34914

Finance Dept",1
"Subject: Invoice Attached
From: no-reply@fake-bank.example
To: user7145@example.com

Hello Alex,
Please review the attached invoice and pay immediately: http://fake-bank.example/verify?id=97900

Finance Dept",1
"Subject: Action Required: Password Reset
From: billing@payment-alerts.example
To: user1147@example.com

Hi Riley,
Your account will be locked unless you reset your password here: http://fake-bank.example/verify?id=26334

Support",1
"Subject: Important - Tax Document
From: billing@confirm-id.example
To: user5068@example.com

Dear Morgan,
Your tax document is ready at http://fake-bank.example/verify?id=48752. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: support@secure-login.example
To: user6889@example.com

Dear Morgan,
Click the link to confirm your identity: http://secure-login.example/verify?id=90676

Thank you",1
"Subject: Confirm your identity
From: billing@payment-alerts.example
To: user8978@example.com

Hi Alex,
Click the link to confirm your identity: http://secure-login.example/verify?id=66346

Thank you",1
"Subject: You've received a secure message
From: alerts@confirm-id.example
To: user5280@example.com

Hi Jamie,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=38010

Secure Mail",1
"Subject: Confirm your identity
From: security@malicious-link.example
To: user2781@example.com

Dear Jordan,
Click the link to confirm your identity: http://fake-bank.example/verify?id=92960

Thank you",1
"Subject: Confirm your identity
From: billing@update-payments.example
To: user3849@example.com

Hello Casey,
Click the link to confirm your identity: http://secure-login.example/verify?id=13201

Thank you",1
"Subject: Urgent - Verify your account
From: support@payment-alerts.example
To: user1194@example.com

Dear Jamie,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=35485

Regards,
Security Team",1
"Subject: Important - Tax Document
From: security@payment-alerts.example
To: user6548@example.com

Dear Sam,
Your tax document is ready at http://fake-bank.example/verify?id=10726. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: no-reply@malicious-link.example
To: user6966@example.com

Dear Sam,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=70889

Secure Mail",1
"Subject: Urgent - Verify your account
From: alerts@secure-login.example
To: user1989@example.com

Dear Jamie,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=79616

Regards,
Security Team",1
"Subject: Confirm your identity
From: alerts@verify-account.example
To: user7252@example.com

Dear Pat,
Click the link to confirm your identity: http://payment-alerts.example/verify?id=81810

Thank you",1
"Subject: Update Payment Method
From: support@fake-bank.example
To: user7778@example.com

Dear Jamie,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=93579

Billing Team",1
"Subject: Invoice Attached
From: alerts@payment-alerts.example
To: user3920@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://fake-bank.example/verify?id=47450

Finance Dept",1
"Subject: Action Required: Password Reset
From: billing@verify-account.example
To: user5239@example.com

Hi Chris,
Your account will be locked unless you reset your password here: http://secure-login.example/verify?id=40311

Support",1
"Subject: Update Payment Method
From: support@fake-bank.example
To: user3506@example.com

Dear Jordan,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=81121

Billing Team",1
"Subject: Update Payment Method
From: security@update-payments.example
To: user3389@example.com

Dear Morgan,
We couldn't process your last payment. Update your billing details now: http://fake-bank.example/verify?id=12560

Billing Team",1
"Subject: You've received a secure message
From: alerts@payment-alerts.example
To: user7815@example.com

Hi Alex,
You have a secure message waiting. View now: http://malicious-link.example/verify?id=61116

Secure Mail",1
"Subject: You've received a secure message
From: security@confirm-id.example
To: user8948@example.com

Hi Pat,
You have a secure message waiting. View now: http://secure-login.example/verify?id=45774

Secure Mail",1
"Subject: Update Payment Method
From: security@update-payments.example
To: user6372@example.com

Dear Riley,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=62994

Billing Team",1
"Subject: Important - Tax Document
From: support@malicious-link.example
To: user7658@example.com

Dear Taylor,
Your tax document is ready at http://update-payments.example/verify?id=61645. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: alerts@fake-bank.example
To: user445@example.com

Hi Jordan,
Click the link to confirm your identity: http://secure-login.example/verify?id=70515

Thank you",1
"Subject: Action Required: Password Reset
From: no-reply@verify-account.example
To: user6212@example.com

Hi Riley,
Your account will be locked unless you reset your password here: http://verify-account.example/verify?id=54236

Support",1
"Subject: You've received a secure message
From: security@verify-account.example
To: user6907@example.com

Hi Casey,
You have a secure message waiting. View now: http://update-payments.example/verify?id=80702

Secure Mail",1
"Subject: Urgent - Verify your account
From: billing@secure-login.example
To: user1125@example.com

Dear Alex,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=12671

Regards,
Security Team",1
"Subject: Confirm your identity
From: support@secure-login.example
To: user2069@example.com

Hello Jamie,
Click the link to confirm your identity: http://confirm-id.example/verify?id=38569

Thank you",1
"Subject: Update Payment Method
From: billing@malicious-link.example
To: user6044@example.com

Dear Taylor,
We couldn't process your last payment. Update your billing details now: http://fake-bank.example/verify?id=25012

Billing Team",1
"Subject: You've received a secure message
From: support@verify-account.example
To: user1772@example.com

Hi Pat,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=98781

Secure Mail",1
"Subject: Update Payment Method
From: security@fake-bank.example
To: user3250@example.com

Dear Jordan,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=92213

Billing Team",1
"Subject: Action Required: Password Reset
From: no-reply@fake-bank.example
To: user4942@example.com

Hi Pat,
Your account will be locked unless you reset your password here: http://malicious-link.example/verify?id=15383

Support",1
"Subject: Invoice Attached
From: alerts@payment-alerts.example
To: user6072@example.com

Hello Jordan,
Please review the attached invoice and pay immediately: http://verify-account.example/verify?id=11658

Finance Dept",1
"Subject: You've received a secure message
From: security@malicious-link.example
To: user8032@example.com

Hi Jordan,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=70258

Secure Mail",1
"Subject: Important - Tax Document
From: support@payment-alerts.example
To: user2886@example.com

Dear Chris,
Your tax document is ready at http://confirm-id.example/verify?id=80539. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: security@payment-alerts.example
To: user7137@example.com

Hi Pat,
You have a secure message waiting. View now: http://malicious-link.example/verify?id=42177

Secure Mail",1
"Subject: You've received a secure message
From: no-reply@verify-account.example
To: user7386@example.com

Dear Sam,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=97580

Secure Mail",1
"Subject: Update Payment Method
From: billing@update-payments.example
To: user8099@example.com

Dear Riley,
We couldn't process your last payment. Update your billing details now: http://secure-login.example/verify?id=56507

Billing Team",1
"Subject: You've received a secure message
From: billing@verify-account.example
To: user4582@example.com

Hi Pat,
You have a secure message waiting. View now: http://confirm-id.example/verify?id=11330

Secure Mail",1
"Subject: Confirm your identity
From: support@update-payments.example
To: user3955@example.com

Dear Morgan,
Click the link to confirm your identity: http://malicious-link.example/verify?id=41499

Thank you",1
"Subject: Important - Tax Document
From: security@fake-bank.example
To: user8042@example.com

Dear Jamie,
Your tax document is ready at http://verify-account.example/verify?id=39045. Please download and review.

Tax Office",1
"Subject: Update Payment Method
From: support@verify-account.example
To: user9529@example.com

Dear Riley,
We couldn't process your last payment. Update your billing details now: http://confirm-id.example/verify?id=55056

Billing Team",1
"Subject: Update Payment Method
From: alerts@verify-account.example
To: user5765@example.com

Dear Jamie,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=40217

Billing Team",1
"Subject: Urgent - Verify your account
From: support@verify-account.example
To: user1959@example.com

Dear Chris,
We detected suspicious activity on your account. Please verify immediately: http://secure-login.example/verify?id=38361

Regards,
Security Team",1
"Subject: Important - Tax Document
From: security@verify-account.example
To: user9660@example.com

Dear Chris,
Your tax document is ready at http://update-payments.example/verify?id=35443. Please download and review.

Tax Office",1
"Subject: Invoice Attached
From: support@verify-account.example
To: user2940@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=26591

Finance Dept",1
"Subject: Invoice Attached
From: no-reply@update-payments.example
To: user9067@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://fake-bank.example/verify?id=74340

Finance Dept",1
"Subject: Urgent - Verify your account
From: no-reply@confirm-id.example
To: user4659@example.com

Dear Jamie,
We detected suspicious activity on your account. Please verify immediately: http://verify-account.example/verify?id=34164

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: billing@malicious-link.example
To: user7828@example.com

Dear Jordan,
We detected suspicious activity on your account. Please verify immediately: http://payment-alerts.example/verify?id=19710

Regards,
Security Team",1
"Subject: Confirm your identity
From: no-reply@secure-login.example
To: user2445@example.com

Hello Pat,
Click the link to confirm your identity: http://secure-login.example/verify?id=25525

Thank you",1
"Subject: Confirm your identity
From: security@confirm-id.example
To: user9767@example.com

Dear Pat,
Click the link to confirm your identity: http://payment-alerts.example/verify?id=69049

Thank you",1
"Subject: Update Payment Method
From: billing@malicious-link.example
To: user9643@example.com

Dear Morgan,
We couldn't process your last payment. Update your billing details now: http://confirm-id.example/verify?id=17894

Billing Team",1
"Subject: Confirm your identity
From: no-reply@malicious-link.example
To: user3405@example.com

Dear Sam,
Click the link to confirm your identity: http://update-payments.example/verify?id=30585

Thank you",1
"Subject: Action Required: Password Reset
From: support@confirm-id.example
To: user1230@example.com

Hi Taylor,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=87832

Support",1
"Subject: Update Payment Method
From: billing@update-payments.example
To: user3793@example.com

Dear Casey,
We couldn't process your last payment. Update your billing details now: http://fake-bank.example/verify?id=69510

Billing Team",1
"Subject: Urgent - Verify your account
From: support@verify-account.example
To: user9664@example.com

Dear Sam,
We detected suspicious activity on your account. Please verify immediately: http://confirm-id.example/verify?id=39466

Regards,
Security Team",1
"Subject: Important - Tax Document
From: support@verify-account.example
To: user2331@example.com

Dear Jordan,
Your tax document is ready at http://malicious-link.example/verify?id=50319. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: alerts@verify-account.example
To: user7196@example.com

Dear Jordan,
Click the link to confirm your identity: http://verify-account.example/verify?id=62757

Thank you",1
"Subject: Invoice Attached
From: alerts@confirm-id.example
To: user8091@example.com

Hello Jamie,
Please review the attached invoice and pay immediately: http://update-payments.example/verify?id=66626

Finance Dept",1
"Subject: Important - Tax Document
From: billing@confirm-id.example
To: user4103@example.com

Dear Alex,
Your tax document is ready at http://fake-bank.example/verify?id=85392. Please download and review.

Tax Office",1
"Subject: Confirm your identity
From: no-reply@malicious-link.example
To: user4416@example.com

Hello Pat,
Click the link to confirm your identity: http://payment-alerts.example/verify?id=78021

Thank you",1
"Subject: Important - Tax Document
From: security@verify-account.example
To: user2974@example.com

Dear Pat,
Your tax document is ready at http://malicious-link.example/verify?id=74451. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: security@verify-account.example
To: user6691@example.com

Dear Riley,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=31079

Regards,
Security Team",1
"Subject: Invoice Attached
From: security@fake-bank.example
To: user8118@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=82102

Finance Dept",1
"Subject: Urgent - Verify your account
From: security@update-payments.example
To: user5154@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=62976

Regards,
Security Team",1
"Subject: You've received a secure message
From: alerts@malicious-link.example
To: user19@example.com

Hi Chris,
You have a secure message waiting. View now: http://update-payments.example/verify?id=34586

Secure Mail",1
"Subject: Confirm your identity
From: billing@confirm-id.example
To: user8168@example.com

Hello Jamie,
Click the link to confirm your identity: http://verify-account.example/verify?id=81987

Thank you",1
"Subject: Action Required: Password Reset
From: billing@payment-alerts.example
To: user7942@example.com

Hi Jordan,
Your account will be locked unless you reset your password here: http://confirm-id.example/verify?id=41365

Support",1
"Subject: Important - Tax Document
From: support@verify-account.example
To: user9025@example.com

Dear Alex,
Your tax document is ready at http://update-payments.example/verify?id=39451. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: no-reply@payment-alerts.example
To: user1925@example.com

Dear Taylor,
You have a secure message waiting. View now: http://verify-account.example/verify?id=76698

Secure Mail",1
"Subject: Important - Tax Document
From: billing@payment-alerts.example
To: user7906@example.com

Dear Jamie,
Your tax document is ready at http://confirm-id.example/verify?id=28958. Please download and review.

Tax Office",1
"Subject: Update Payment Method
From: support@confirm-id.example
To: user8328@example.com

Dear Taylor,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=64387

Billing Team",1
"Subject: Invoice Attached
From: alerts@verify-account.example
To: user43@example.com

Hello Casey,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=86931

Finance Dept",1
"Subject: Confirm your identity
From: security@malicious-link.example
To: user2435@example.com

Hi Jamie,
Click the link to confirm your identity: http://verify-account.example/verify?id=53573

Thank you",1
"Subject: Confirm your identity
From: alerts@payment-alerts.example
To: user7461@example.com

Dear Riley,
Click the link to confirm your identity: http://secure-login.example/verify?id=84946

Thank you",1
"Subject: Update Payment Method
From: support@malicious-link.example
To: user6731@example.com

Dear Alex,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=59968

Billing Team",1
"Subject: Update Payment Method
From: support@payment-alerts.example
To: user607@example.com

Dear Taylor,
We couldn't process your last payment. Update your billing details now: http://verify-account.example/verify?id=23154

Billing Team",1
"Subject: You've received a secure message
From: security@update-payments.example
To: user8618@example.com

Dear Jamie,
You have a secure message waiting. View now: http://secure-login.example/verify?id=63736

Secure Mail",1
"Subject: You've received a secure message
From: support@update-payments.example
To: user7693@example.com

Dear Casey,
You have a secure message waiting. View now: http://fake-bank.example/verify?id=62098

Secure Mail",1
"Subject: Important - Tax Document
From: no-reply@malicious-link.example
To: user5384@example.com

Dear Chris,
Your tax document is ready at http://fake-bank.example/verify?id=73956. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: alerts@update-payments.example
To: user1122@example.com

Dear Sam,
You have a secure message waiting. View now: http://verify-account.example/verify?id=39817

Secure Mail",1
"Subject: Important - Tax Document
From: no-reply@payment-alerts.example
To: user1613@example.com

Dear Jordan,
Your tax document is ready at http://fake-bank.example/verify?id=49251. Please download and review.

Tax Office",1
"Subject: Urgent - Verify your account
From: no-reply@verify-account.example
To: user920@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://payment-alerts.example/verify?id=29080

Regards,
Security Team",1
"Subject: Action Required: Password Reset
From: alerts@payment-alerts.example
To: user9273@example.com

Hi Taylor,
Your account will be locked unless you reset your password here: http://update-payments.example/verify?id=89887

Support",1
"Subject: You've received a secure message
From: security@confirm-id.example
To: user3946@example.com

Hello Jamie,
You have a secure message waiting. View now: http://secure-login.example/verify?id=70443

Secure Mail",1
"Subject: Important - Tax Document
From: billing@payment-alerts.example
To: user4184@example.com

Dear Alex,
Your tax document is ready at http://fake-bank.example/verify?id=81643. Please download and review.

Tax Office",1
"Subject: Action Required: Password Reset
From: no-reply@payment-alerts.example
To: user5662@example.com

Hi Pat,
Your account will be locked unless you reset your password here: http://payment-alerts.example/verify?id=42780

Support",1
"Subject: Update Payment Method
From: billing@secure-login.example
To: user6303@example.com

Dear Jamie,
We couldn't process your last payment. Update your billing details now: http://payment-alerts.example/verify?id=84963

Billing Team",1
"Subject: Invoice Attached
From: alerts@verify-account.example
To: user4838@example.com

Hello Alex,
Please review the attached invoice and pay immediately: http://verify-account.example/verify?id=11061

Finance Dept",1
"Subject: Confirm your identity
From: no-reply@confirm-id.example
To: user8139@example.com

Dear Casey,
Click the link to confirm your identity: http://malicious-link.example/verify?id=56179

Thank you",1
"Subject: Action Required: Password Reset
From: support@confirm-id.example
To: user4107@example.com

Hi Taylor,
Your account will be locked unless you reset your password here: http://fake-bank.example/verify?id=94717

Support",1
"Subject: Urgent - Verify your account
From: billing@malicious-link.example
To: user7223@example.com

Dear Alex,
We detected suspicious activity on your account. Please verify immediately: http://fake-bank.example/verify?id=27224

Regards,
Security Team",1
"Subject: Urgent - Verify your account
From: billing@verify-account.example
To: user6808@example.com

Dear Taylor,
We detected suspicious activity on your account. Please verify immediately: http://malicious-link.example/verify?id=80701

Regards,
Security Team",1
"Subject: Invoice Attached
From: alerts@confirm-id.example
To: user4466@example.com

Hello Taylor,
Please review the attached invoice and pay immediately: http://malicious-link.example/verify?id=48684

Finance Dept",1
"Subject: Important - Tax Document
From: billing@malicious-link.example
To: user1887@example.com

Dear Jamie,
Your tax document is ready at http://malicious-link.example/verify?id=39571. Please download and review.

Tax Office",1
"Subject: You've received a secure message
From: security@malicious-link.example
To: user9132@example.com

Hi Riley,
You have a secure message waiting. View now: http://update-payments.example/verify?id=44663

Secure Mail",1
"Subject: Confirm your identity
From: no-reply@payment-alerts.example
To: user6039@example.com

Hi Casey,
Click the link to confirm your identity: http://malicious-link.example/verify?id=93695

Thank you",1
"Subject: Invoice Attached
From: no-reply@fake-bank.example
To: user3831@example.com

Hello Jamie,
Please review the attached invoice and pay immediately: http://confirm-id.example/verify?id=52992

Finance Dept",1
"Subject: Confirm your identity
From: support@fake-bank.example
To: user1036@example.com

Hi Jamie,
Click the link to confirm your identity: http://fake-bank.example/verify?id=63516

Thank you",1
"Subject: Urgent - Verify your account
From: support@update-payments.example
To: user610@example.com

Dear Casey,
We detected suspicious activity on your account. Please verify immediately: http://update-payments.example/verify?id=40775

Regards,
Security Team",1
"Subject: Confirm your identity
From: support@payment-alerts.example
To: user7433@example.com

Dear Riley,
Click the link to confirm your identity: http://fake-bank.example/verify?id=80804

Thank you",1
"Subject: Update Payment Method
From: alerts@fake-bank.example
To: user2532@example.com

Dear Morgan,
We couldn't process your last payment. Update your billing details now: http://malicious-link.example/verify?id=74139

Billing Team",1
